distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499
99.1,2008-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.2,18.6,3.2,12.4,639221,1639128,769759,519919,149672,3717699,,,,,17741.65,43530.21915,46940.33624,-2393.980267,125392145,345283966.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.2,18.4,4,12.5,665512,1640643,812743,527608,169318,3815824,,,,,21135.75,51757.73612,59324.73073,-5780.938875,122548134.3,360020168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,06,BUENOS AIRES,15716942,8.4,18.9,4.4,12,674055,1655308,841428,530013,179452,3880256,,,,,26413.437,67038.91066,72348.65918,-2795.565558,137878477.1,468043380.9,,,,,,,,,,,,,,,,,,,,125282786.2,60318527.21,8382716.38,4701294.34,,,6575495.36,538388176.6,1127769114,,1614556407,25247.03,,,,,661185341.9,156015287.9,2594594.61,241971606.8,855787.78,234081.1,239660.62,435046463.6,92075.35,508444993.3,525780706.8,120241337.6,200153486.9,525621815.1,502766897.3,637272170.6,147655686.5,143958.9,4198123.5,102768078.6,92324754.49,212654261.9,249101064.9,5095158258,700,9507762.53,27272633.42,,732147382.5,232867858.6,503676193.2,95345754.91
99.1,2011-12-31,anual,PROVINCIA,06,BUENOS AIRES,15909607,8.5,18.8,3.2,11.8,673620,1656994,843266,540895,195157,3909932,,,,,35193.1,86926.78637,98627.77029,-8852.203498,151191667.9,595549882.1,,,,,,,,,,,,,,,,,,,,149839298.7,76510277.64,8927102.57,13835905.99,,,3851586.2,1421869547,1557940226,,1663682961,7.84,,,,,744460058.6,170485891.7,2761810.63,340494608.3,545336.95,249045.48,222869.75,592571041.7,121008.3,466587046.2,588463437.5,165090959.6,168386600.2,608904494.1,564254526.1,743205097.1,149729986.5,18775.98,8786624.21,119441000.2,103407797.2,242254176.5,279589106.1,6262805262,592982.84,20285344.02,29209724.99,,813397679.2,21955197.01,592147504.2,138896643.4
99.1,2012-12-31,anual,PROVINCIA,06,BUENOS AIRES,16100618,8.5,18.1,3,11.4,690991,1678073,879012,563651,203429,4015156,,,,,46127.68,108333.7469,120847.816,-9576.383991,157295873.6,713639726.7,,,,,,,,,,,,,,,,,,,,131001149.5,61120055.09,5521571.04,24667017.48,,,2538788.5,1749920307,1741335643,,1225258533,5800.8,,,,1347718.42,669164038,212364873,2459402.82,348859124.2,349755.43,907645.83,498153.3,660321592.5,86511.5,491066467.2,187885121.2,185470175.5,164802918,687098591.7,593021396.4,,105626571.1,323942.48,3523490.9,97284340.04,92154906.09,248452219.8,257005468.3,6170323624,612559.9,10538289.34,71047351.31,,688308207.6,2932.67,454698428.1,107724209.7
99.1,2013-12-31,anual,PROVINCIA,06,BUENOS AIRES,16289599,8.2,17.8,3,11,703476,1678572,885691,578830,195609,4042178,,,,,67632.4,146384.1648,151781.055,-1681.824081,163086801.6,862548033.2,,,,,,,,,,,,,,,,,,,,139829302.5,101289817.8,5864069.58,20369077.89,,,2274634.46,343705463,1782811194,,1477797774,,,,,1065671.05,636727150.8,228784041.1,2818355.53,373251004.5,275058.35,636349.56,524818.33,713939485.8,345645.17,518438500.8,166305047.9,181911557.5,183030708.2,694151181.3,572751366.6,,86874626.11,6066.27,6825928.28,92158511.44,72413023.63,212801562.1,195748447.4,6734605630,1090780,5094773.08,46246168.05,,402372620.5,57860.52,411709576.2,93854807.95
99.1,2014-12-31,anual,PROVINCIA,06,BUENOS AIRES,16476149,8.1,17.9,3.4,10.5,710357,1689195,882529,586645,218888,4087614,,,,,89532.01,197970.9642,203920.9242,-229.3465824,163184725.4,1122129223,,,,,,,,,,,,,,,,,,,,110965787,94367039.57,4627826.05,13599356.4,,,1183473.76,368963340.1,766378282.8,,1212544378,,,,,,649354757.8,154833605,3174420.6,560565671.7,549456.36,391437.55,133983,1446390660,1092,598987595.6,173848275.2,170859117.9,230653253.4,642015240.7,583800397.5,,69854313.73,232.21,3225168.45,104884357.5,49508780.88,175201778.2,140024588.5,5947781476,469184.8,8420026.22,33810128.92,,286392749.8,8240.22,424451371.5,71518794.3
99.1,2015-12-31,anual,PROVINCIA,06,BUENOS AIRES,16659931,8.2,17.3,3.9,9.9,721937,1696599,878154,597483,228849,4123022,,,,,118777.66,268712.1637,299003.6431,-22333.16448,164779849.1,1428039564,,,,,,,,,,,,,,,,,,,,114013740.3,111728067.9,3593409.2,18445690.52,,,1055148.63,481408763.2,823340640.8,,1371861735,,,,,2882,517268311.5,74368755.3,2951648.62,647097779.4,608175.12,3606.8,50648.4,1175178859,86268,481081569.1,167230067.7,126951588.2,159364338.1,819072786.4,506035194.4,,55694073.02,26828.5,6002291.93,61627626.39,32606814.35,146406770.6,100173053.3,4330234189,349483.19,5665072.67,29321764.67,,165986955.5,1161347.45,213522092.6,50542581.06
99.1,2016-12-31,anual,PROVINCIA,06,BUENOS AIRES,16841135,,,,,,,,,,,,,,,159221.444,386213.6955,424268.0533,-28813.75521,,,,,,,,,,,,,,,,,,,,,,116495391.2,166613882.7,6987210.13,29104437.07,,,1459106.66,819788447.3,1068145727,,1191421801,,,,,620484.08,593798041.5,53995227.25,2599559.46,674154940.5,565587.82,247822.3,55208.4,1381002884,189132.5,405587086.6,143739519.4,93327712.21,210033683.9,712378599,402697140.4,,44012458.47,3528,4041733.16,52634969.7,24909275.52,132270510.7,90976824.28,3677985188,443480.2,6154891.97,27914856.52,,162043480.8,16366186.85,224854401.6,53844487.59
99.1,2017-12-31,anual,PROVINCIA,06,BUENOS AIRES,17020012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101521424.1,221117531.7,7861657.03,41207077.64,,,1436300.32,1036618307,990706914.4,,1006327848,,,,,827212.57,799335092.3,68562333.3,2983451.72,678757656.1,469182.22,67860.97,38573.95,1199961453,758390.99,396645092.3,134063321.3,99989185.55,164877483.6,556718578.2,397887402.7,,56425967.3,74186.16,6452603.9,43932967.58,32654087.56,136435891.2,80822206.83,4253257752,17284335,3907549.79,31329258.04,,213597151.4,132236237.4,311698493.8,89924164.02
99.1,2018-12-31,anual,PROVINCIA,06,BUENOS AIRES,17196396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,643982,,,4519.75,1713.75,255542.5,6391.25,33590,101221.75,,,,,,,,241003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,687902.5,,,4807.25,1768.25,261336.25,5717.25,44427.25,109418,,,,,,,,260428.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,759937.25,,,5147,2445,260929.5,5598.25,44288.25,116789.75,,,,,,,,324739.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,743636.25,,,5538.25,1600,246001.5,6078.25,44435.75,112187,,,,,,,,327795.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,721748.75,,,3858.75,1128.75,236026.5,7096,37241.25,111919.5,,,,,,,,324478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,711867.75,,,3840.75,1053.25,222819.75,5341.5,32584,119183.5,,,,,,,,327045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,640433,,,3817.75,905.5,198329.5,4945.25,18958.25,107159.5,,,,,,,,306317.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,676412.75,,,4136.5,1016,212401.75,4908.5,24108.25,108720.75,,,,,,,,321121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,758773,,,4780.5,1100.25,243180,5075.25,31633.25,124337,,,,,,,,348666.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,845559.5,,,5418,1279.25,271699,5208.5,39860.5,140593.75,,,,,,,,381500.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,925475,,,5986.75,1339.25,296789.25,5408,50592.5,153313.5,,,,,,,,412045.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1007964.75,,,6456.5,1413.5,319332.75,4158,62585.25,168159.5,,,,,,,,445859.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1071479,,,6757.75,1927.25,341498,3764,65691.25,182901.25,,,,,,,,468939.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1057657.75,,,6543.75,1252.5,331308,3615.75,62362.25,185697.75,,,,,,,,466877.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1095457.75,,,6636.75,1143.25,337955.75,3830.25,63987.5,193020.5,,,,,,,,488883.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1143721.75,,,6735.5,1128.75,349130.5,4207.75,68721,201453.25,,,,,,,,512345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1170802,,,6687.75,1074.25,356904.75,4422.5,69143,205954.5,,,,,,,,526615.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1180791.5,,,6380.25,1086.25,359145,4624.25,67268.25,209255.5,,,,,,,,533032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1178408.75,,,6285,1152.5,353135,4752.25,68247.25,209709,,,,,,,,535127.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1203702.5,,,6283.5,1199.25,353741.25,4730.5,71182.75,213593.25,,,,,,,,552972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-12-31,anual,PROVINCIA,061,PARTIDOS DE GBA,,,,,,,,,,,,,,,,,,,,,,,,1203347.25,,,6421.75,1291.25,350824.5,4289.25,64982.75,220121,,,,,,,,555416.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,459007.5,,,55756.25,3063.5,113604.25,7595,25504.25,79099,,,,,,,,174385.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,505199,,,60080.5,3231,117649.25,9270,32940.25,85670,,,,,,,,196358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,550872.25,,,61778.25,3405,120511.5,10830,35296.25,92273.75,,,,,,,,226777.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,554415,,,61217.25,4347.75,116934.25,11343.25,38192.75,94164.75,,,,,,,,228215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,547770.25,,,57825.5,5399.5,114760.25,11416.5,31531.75,92840.5,,,,,,,,233996.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,530085,,,56783,3232.25,111584.75,11532.5,26316.75,91167,,,,,,,,229468.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,482152,,,53928.75,2767.5,101647.25,10535.75,16513.75,83750.25,,,,,,,,213008.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,509621.5,,,56497.75,2856.25,108022.75,10195.75,22351.75,87224.25,,,,,,,,222473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,564851.5,,,62009.25,3082.25,119012.5,10484.5,29839.5,98666,,,,,,,,241757.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,629160.75,,,66652,3431.25,131027.25,10712.75,38107,112130.25,,,,,,,,267100.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,688218.25,,,71516.25,3857.5,142272.25,11102.75,48635,123972.25,,,,,,,,286862.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,739486.75,,,73570,4071,151534,11386.25,53113,136677.5,,,,,,,,309135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,783734.75,,,76922.5,4095.75,160866.5,11674.25,54285,147366.75,,,,,,,,328524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,777733.5,,,74280,4178.5,161600,12263,51280.5,149277.25,,,,,,,,324854.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,793521.25,,,74800.25,4315.75,166510.5,12379,51246.5,153897,,,,,,,,330372.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,832903,,,77764.75,4779,174183.75,12628.75,56444,160549,,,,,,,,346553.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,852006.25,,,77192,5252,178635,13035.5,55323,165093,,,,,,,,357475.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,858876.25,,,76219.25,5517.25,183804.75,13368.25,54284.25,167528.5,,,,,,,,358154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,861718,,,74805.25,5826,183743.25,13771,57407.75,167859.5,,,,,,,,358305.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,878603,,,74003,5375,185425.25,14325,62007.25,170607.75,,,,,,,,366859.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-12-31,anual,PROVINCIA,069,RESTO DE BUENOS AIRES,,,,,,,,,,,,,,,,,,,,,,,,874186.75,,,72962.5,5237.25,181507.5,14616.25,55831.25,173752,,,,,,,,370280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1119000.772,1119000.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1120885.524,1186099.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1140719.792,1212993.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,10,CATAMARCA,,5.8,24.9,4.1,26.4,,,,,,,,,,,,,,,1187310.912,1273321.642,,,19566.75,,,1070.75,284.5,5306.25,256.25,4593,2591.5,,,,,,,,5464.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,10,CATAMARCA,,6.1,26,5.1,25.6,,,,,,,,,,,,,,,1316591.115,1390816.846,,,22638.25,,,1622.75,717.25,6296.75,244,4773,2902.25,,,,,,,,6082.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,10,CATAMARCA,,5.8,25.7,2.5,23.3,,,,,,,,,,,,,,,1702121.496,1810125.998,,,24719.25,,,2337.5,1179.25,7093.5,458,2796.75,3484.25,,,,,,,,7370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,10,CATAMARCA,,6.1,24.9,5.1,20.3,,,,,,,,,,,,,,,1775752.857,1910676.48,,,27298,,,2680.75,1234.25,7927.25,654.75,2398.25,3737.5,,,,,,,,8665.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,10,CATAMARCA,,5.8,25.8,,21,,,,,,,,,,,,,,,1557648.081,1654408.452,,,22044.75,,,2284,1000,6473.75,225,1576.25,3316.5,,,,,,,,7169.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,10,CATAMARCA,,5.6,24.9,3.7,15.5,,,,,,,,,,,,,,,1518040.928,1584113.014,,,21385,,,2218,979.25,6148.5,295.75,1317,3407.5,,,,,,,,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,10,CATAMARCA,,5.9,24.4,6.2,20.6,,,,,,,,,,,,,,,2023024.587,2817499.281,,,19346.5,,,2097.5,1051,5482.5,356.5,764,3204,,,,,,,,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,10,CATAMARCA,,5.6,22.5,2.5,20.1,,,,,,,,,,,,,,,1936985.445,2823155.754,,,20401.25,,,2453.5,1175,5664,339,933.75,3158.75,,,,,,,,6677.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,10,CATAMARCA,,5.4,20.6,,21.8,,,,,,,,,,,,,,,2058052.394,3097689.726,,,22827.25,,,2701.25,1277.25,6439.75,415.5,1557.5,3517.25,,,,,,,,6918.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,10,CATAMARCA,,5.3,19.7,6.9,16.8,,,,,,,,,,,87.6919169,1122.659467,1128.928678,79.69240114,2081347.791,3544620.405,,,26820,,,3691.25,1504,6826.75,443.5,2746.75,3830.25,,,,,,,,7777.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,10,CATAMARCA,,4.9,18.3,4.4,15.4,,,,,,,,,,,115.7813781,1518.568129,1584.714991,30.83136284,4166215.716,6776170.323,,,28127,,,3800,1725.25,6963.5,441,2840.25,4275.25,,,,,,,,8081.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,10,CATAMARCA,,5.2,18.3,7.2,14.9,,,,,,,,,,,151.124,2193.793591,2243.907116,77.36067721,,,,,30801.5,,,4828.75,1746.5,6894.5,438.25,3238.25,4683.25,,,,,,,,8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,10,CATAMARCA,,5.5,18.6,4.2,15.3,13338,52923,24351,17144,8262,116018,,,,,207.3322283,2767.269742,2953.461855,-105.4217857,,,,,32400,,,4932,1816,6830.75,463.5,3462.75,5098.25,,,,,,,,9796.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,10,CATAMARCA,,5.3,17.4,16,14.5,13400,51851,24926,17467,8969,116613,,,,,232.092,2598.92097,3016.267704,-266.6191104,,,,,30725.75,,,3903.25,1680.25,6515.25,483.5,2867,5218.75,,,,,,,,10057.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,10,CATAMARCA,377676,5.6,16.9,1.5,15.4,13186,51595,25738,17633,10799,118951,,,,,321.085,3808.786022,3741.014467,359.3592723,,,,,31602,,,4709.75,1722.25,6886.75,501.25,2279,5320.5,,,,,,,,10182.5,,,,4768290.9,,,1847225.56,0,,,,,1494473477,,,,,,,,7559628.56,,344705.93,,,,2381168.19,48339275.07,,141817.88,45922.84,,,,56266511.71,135,,600218.51,34517.2,,,,76153.1,,,,,
99.1,2011-12-31,anual,PROVINCIA,10,CATAMARCA,381548,5.1,16,7.6,14,13411,50825,25974,17807,11304,119321,,,,,474.6067,4806.663925,5148.499468,15.02663774,,,,,32449.25,,,4402.25,1785.5,7038.5,584.75,2318.25,5529.75,,,,,,,,10790.25,,,,6163558.65,,,1252127.21,,,,,,1442164125,,,,,,,,7322082.42,,130166.86,,,,2529512.29,38967282.43,,188619.3,62500.2,,,,43826326.54,,,427676.9,94630,,,,83951.42,,,,,
